gerundi	0.0
grup.adv	0.0
interjeccio	0.0
morfema.pronominal	0.0
n	0.0
p	0.0
participi	0.0
et	0.0001707067258449983
a	0.0003414134516899966
inc	0.0003414134516899966
relatiu	0.0003414134516899966
cag	0.0005121201775349949
neg	0.0005121201775349949
sa	0.0005121201775349949
impers	0.0008535336292249915
r	0.0010242403550699897
c	0.0020484807101399795
s	0.0020484807101399795
cpred	0.0025606008876749744
grup.a	0.0025606008876749744
d	0.002902014339364971
ao	0.0032434277910549677
sadv	0.0032434277910549677
creg	0.004096961420279959
infinitiu	0.0049504950495049506
f	0.006316148856264937
pass	0.0075110959371799246
ci	0.008876749743939911
grup.nom	0.010413110276544896
conj	0.018265619665414817
v	0.01911915329463981
mod	0.02611812905428474
atr	0.03294639808808467
coord	0.04711505633321953
s.a	0.05565039262546944
sentence	0.05923523386821441
S	0.06196654148173438
suj	0.06657562307954934
cc	0.07237965175827928
cd	0.0795493342437692
sp	0.08467053601911916
sn	0.1398088084670536
spec	0.1712188460225333
