ID_Word	ID_Lemma	Lemma
49864	84473	
49836	84445	%
52136	86745	%
48580	83189	,
48587	83196	,
48596	83205	,
48644	83253	,
48730	83339	,
48849	83458	,
48883	83492	,
48935	83544	,
48948	83557	,
49042	83651	,
49189	83798	,
49281	83890	,
49551	84160	,
50067	84676	,
50127	84736	,
50291	84900	,
50558	85167	,
50592	85201	,
50602	85211	,
50705	85314	,
50753	85362	,
50944	85553	,
51060	85669	,
51869	86478	,
52095	86704	,
52124	86733	,
52246	86855	,
52404	87013	,
52872	87481	,
53104	87713	,
53354	87963	,
54351	88960	,
54365	88974	,
48612	83221	.
48682	83291	.
53064	87673	.
49000	83609	
49789	84398	
50332	84941	
51291	85900	
51680	86289	
54347	88956	
52575	87184	
52135	86744	
53113	87722	
52660	87269	
54039	88648	
52675	87284	
49220	83829	
49194	83803	
48572	83181	
51590	86199	
48761	83370	
49080	83689	
49472	84081	
50187	84796	
51715	86324	
52090	86699	
52183	86792	
54396	89005	
48576	83185	
52348	86957	
52740	87349	
53267	87876	
49245	83854	
53733	88342	
53298	87907	
52412	87021	
52711	87320	
52399	87008	
54017	88626	
48758	83367	
49674	84283	
49852	84461	
50422	85031	
51608	86217	
52368	86977	
54162	88771	
54041	88650	
50506	85115	
53788	88397	
49829	84438	
52428	87037	
52829	87438	
53803	88412	
54392	89001	
53660	88269	
53891	88500	
53257	87866	
51710	86319	
49835	84444	
48625	83234	
49468	84077	
51271	85880	
52904	87513	
51280	85889	
48660	83269	a
48746	83355	a
48800	83409	a
48827	83436	a
48915	83524	a
48946	83555	a
48988	83597	a
49006	83615	a
49129	83738	a
49154	83763	a
49161	83770	a
49186	83795	a
49249	83858	a
49379	83988	a
49431	84040	a
49731	84340	a
49784	84393	a
49848	84457	a
49868	84477	a
49919	84528	a
49920	84529	a
50396	85005	a
50420	85029	a
50477	85086	a
50613	85222	a
50655	85264	a
50763	85372	a
50820	85429	a
50827	85436	a
50837	85446	a
50979	85588	a
51198	85807	a
51216	85825	a
51242	85851	a
51244	85853	a
51258	85867	a
51269	85878	a
51278	85887	a
51365	85974	a
51415	86024	a
51500	86109	a
51798	86407	a
51965	86574	a
52003	86612	a
52014	86623	a
52028	86637	a
52168	86777	a
52239	86848	a
52243	86852	a
52251	86860	a
52315	86924	a
52329	86938	a
52339	86948	a
52360	86969	a
52450	87059	a
52512	87121	a
52605	87214	a
52658	87267	a
52667	87276	a
52673	87282	a
52881	87490	a
52883	87492	a
53146	87755	a
53232	87841	a
53290	87899	a
53319	87928	a
53368	87977	a
53381	87990	a
53464	88073	a
53519	88128	a
53596	88205	a
53801	88410	a
53887	88496	a
53915	88524	a
54037	88646	a
54329	88938	a
54387	88996	a
52476	87085	
50166	84775	abrir
52468	87077	abrir
52701	87310	abrir
49475	84084	absurdo
50003	84612	acabar
49670	84279	acceso
53518	88127	acceso
52391	87000	accidentar
50308	84917	accionar
53866	88475	acertar
51162	85771	
51492	86101	
51414	86023	acorde
50911	85520	actividad
54010	88619	actividad
50072	84681	actualizar
50885	85494	acordar
51285	85894	acordar
49663	84272	
52804	87413	adecuación
53217	87826	adecuar
54272	88881	adecuar
54328	88937	adecuar
51187	85796	adecuar
53289	87898	adecuar
48913	83522	adecuar
50891	85500	adema
53005	87614	adicional
50095	84704	adicionar
49812	84421	
51805	86414	
53414	88023	adulto
49148	83757	advertir
52155	86764	
52811	87420	afluencia
48912	83521	aforar
51191	85800	aforar
53593	88202	aforar
51907	86516	agencia
49717	84326	
48831	83440	agilidad
53054	87663	agilidad
52996	87605	agilizar
50517	85126	agradable
52325	86934	agregar
49339	83948	agua
50581	85190	agua
51123	85732	agua
51512	86121	agua
51584	86193	agua
51757	86366	agua
52402	87011	agua
52433	87042	agua
52463	87072	agua
52925	87534	agua
53524	88133	agua
53577	88186	agua
53583	88192	agua
53588	88197	agua
53850	88459	agua
52626	87235	ahora
52838	87447	ahorrador
49259	83868	ahí
51971	86580	ahí
53737	88346	ahí
48753	83362	a+el
48760	83369	a+el
49158	83767	a+el
49198	83807	a+el
49295	83904	a+el
49313	83922	a+el
49315	83924	a+el
49834	84443	a+el
50062	84671	a+el
50447	85056	a+el
50939	85548	a+el
50960	85569	a+el
50975	85584	a+el
50992	85601	a+el
51026	85635	a+el
51046	85655	a+el
51572	86181	a+el
52141	86750	a+el
52154	86763	a+el
52199	86808	a+el
52792	87401	a+el
53015	87624	a+el
53426	88035	a+el
53481	88090	a+el
53510	88119	a+el
53884	88493	a+el
53925	88534	a+el
54023	88632	a+el
54358	88967	a+el
49895	84504	albornoz
52385	86994	alcohol
51402	86011	
49035	83644	
51076	85685	alfombra
51129	85738	algo
51888	86497	algo
51989	86598	algo
52440	87049	alguien
53369	87978	alguien
53512	88121	
50910	85519	alguno
50307	84916	alguno
49962	84571	alguno
52340	86949	alguno
48711	83320	
48929	83538	
48981	83590	
48995	83604	
49274	83883	
49425	84034	
49546	84155	
49858	84467	
50250	84859	
50615	85224	
50677	85286	
50840	85449	
50949	85558	
51431	86040	
51484	86093	
51730	86339	
52102	86711	
52645	87254	
53489	88098	
